release_year,cast,vote_average
2014,Isabella Rossellini,6.6015625
2014,Joshua Peace,6.6015625
2014,Annabelle Wallis,5.6015625
2014,Alfre Woodard,5.6015625
2014,Eric Ladin,5.6015625
2014,Tony Amendola,5.6015625
2014,Gabriel Bateman,5.6015625
2014,Steven Brand,3.30078125
2014,Kevin Brewerton,3.30078125
2014,Ivory Dortch,3.30078125
2014,Kate French,3.30078125
2014,Jenifer Bartoli,5.6015625
2014,Christophe MaÃ©,5.6015625
2014,Coco Jack Gillies,5.6015625
2014,Kodi Smit-McPhee,5.6015625
2014,Richard Roxburgh,5.6015625
2014,Aaron Eckhart,5.1015625
2014,Yvonne Strahovski,5.1015625
2014,Bill Nighy,5.1015625
2014,Jai Courtney,5.1015625
2014,Miranda Otto,5.1015625
2014,Zac Efron,6.0
2014,Miles Teller,6.0
2014,Michael B. Jordan,6.0
2014,Imogen Poots,6.0
2014,Mackenzie Davis,6.0
2014,Emma Roberts,6.3984375
2014,Jack Kilmer,6.3984375
2014,Nat Wolff,6.3984375
2014,James Franco,6.3984375
2014,Zoe Levin,6.3984375
2014,Kevin Costner,6.5
2014,Jennifer Garner,6.5
2014,Tom Welling,6.5
2014,Sam Elliott,6.5
2014,Terry Crews,6.5
2014,Paul Walker,5.80078125
2014,David Belle,5.80078125
2014,RZA,5.80078125
2014,Robert Maillet,5.80078125
2014,Carlo Rota,5.80078125
2014,Essie Davis,6.5
2014,Noah Wiseman,6.5
2014,Daniel Henshall,6.5
2014,Hayley McElhinney,6.5
2014,Cathy Adamek,6.5
2014,Melissa McCarthy,5.1015625
2014,Susan Sarandon,5.1015625
2014,Kathy Bates,5.1015625
2014,Allison Janney,5.1015625
2014,Dan Aykroyd,5.1015625
2014,Dustin Hoffman,6.5
2014,Kevin McHale,6.5
2014,Josh Lucas,6.5
2014,Debra Winger,6.5
2014,Kathy Bates,6.5
2014,Jennifer Lawrence,5.3984375
2014,Bradley Cooper,5.3984375
2014,Rhys Ifans,5.3984375
2014,Toby Jones,5.3984375
2014,Blake Ritson,5.3984375
2014,Alicia Vikander,7.0
2014,Kit Harington,7.0
2014,Taron Egerton,7.0
2014,Colin Morgan,7.0
2014,Dominic West,7.0
2014,Hayden Christensen,4.30078125
2014,Adrien Brody,4.30078125
2014,Jordana Brewster,4.30078125
2014,Akon,4.30078125
2014,Laura Cayouette,4.30078125
2014,Danny Trejo,4.3984375
2014,Seri DeYoung,4.3984375
2014,Torsten Voges,4.3984375
2014,Jonathan Banks,4.3984375
2014,Kyle Villalovos,4.3984375
2014,Kristen Wiig,6.69921875
2014,Bill Hader,6.69921875
2014,Luke Wilson,6.69921875
2014,Ty Burrell,6.69921875
2014,Boyd Holbrook,6.69921875
2014,Bill Nighy,6.30078125
2014,Helena Bonham Carter,6.30078125
2014,Ralph Fiennes,6.30078125
2014,Ewen Bremner,6.30078125
2014,Judy Davis,6.30078125
2014,Susan Sarandon,5.69921875
2014,Gil Bellows,5.69921875
2014,Ellen Burstyn,5.69921875
2014,Topher Grace,5.69921875
2014,Donald Sutherland,5.69921875
2014,Colin Farrell,5.8984375
2014,Jessica Brown Findlay,5.8984375
2014,Russell Crowe,5.8984375
2014,William Hurt,5.8984375
2014,Jennifer Connelly,5.8984375
2014,Ben Schnetzer,7.69921875
2014,Bill Nighy,7.69921875
2014,Imelda Staunton,7.69921875
2014,Dominic West,7.69921875
2014,Paddy Considine,7.69921875
2014,Keira Knightley,6.1015625
2014,ChloÃ« Grace Moretz,6.1015625
2014,Sam Rockwell,6.1015625
2014,Kaitlyn Dever,6.1015625
2014,Ellie Kemper,6.1015625
2014,Dan Stevens,6.6015625
2014,Maika Monroe,6.6015625
2014,Sheila Kelley,6.6015625
2014,Ethan Embry,6.6015625
2014,Joel David Moore,6.6015625
2014,Ed Harris,6.1015625
2014,Eva Longoria,6.1015625
2014,Michael PeÃ±a,6.1015625
2014,Amy Madigan,6.1015625
2014,Kristen Rakes,6.1015625
2014,Adam Sandler,5.3984375
2014,Dan Stevens,5.3984375
2014,Steve Buscemi,5.3984375
2014,Dustin Hoffman,5.3984375
2014,Ellen Barkin,5.3984375
2014,Macon Blair,6.69921875
2014,Devin Ratray,6.69921875
2014,Amy Hargreaves,6.69921875
2014,Kevin Kolack,6.69921875
2014,Eve Plumb,6.69921875
2014,Jessica Alba,5.5
2014,Pierce Brosnan,5.5
2014,Malcolm McDowell,5.5
2014,Salma Hayek,5.5
2014,Ben McKenzie,5.5
2014,Russell Crowe,6.80078125
2014,Olga Kurylenko,6.80078125
2014,Jai Courtney,6.80078125
2014,Isabel Lucas,6.80078125
2014,Damon Herriman,6.80078125
2014,Lorenza Izzo,4.80078125
2014,Ariel Levy,4.80078125
2014,Sky Ferreira,4.80078125
2014,Nicolas Martinez,4.80078125
2014,Kirby Bliss Blanton,4.80078125
2014,Colin Firth,6.30078125
2014,Emma Stone,6.30078125
2014,Hamish Linklater,6.30078125
2014,Marcia Gay Harden,6.30078125
2014,Jacki Weaver,6.30078125
2014,Samuel L. Jackson,4.19921875
2014,Callan McAuliffe,4.19921875
2014,India Eisley,4.19921875
2014,Carl Beukes,4.19921875
2014,Jaco Muller,4.19921875
2014,Steve Carell,6.19921875
2014,Jennifer Garner,6.19921875
2014,Ed Oxenbould,6.19921875
2014,Dylan Minnette,6.19921875
2014,Kerris Dorsey,6.19921875
2014,Jason Bateman,6.5
2014,Tina Fey,6.5
2014,Adam Driver,6.5
2014,Rose Byrne,6.5
2014,Corey Stoll,6.5
2014,Hilary Swank,6.19921875
2014,Tommy Lee Jones,6.19921875
2014,Grace Gummer,6.19921875
2014,Meryl Streep,6.19921875
2014,Miranda Otto,6.19921875
2014,Ewan McGregor,6.1015625
2014,Brenton Thwaites,6.1015625
2014,Alicia Vikander,6.1015625
2014,Jacek Koman,6.1015625
2014,Matthew Nable,6.1015625
2014,Michael C. Hall,6.30078125
2014,Don Johnson,6.30078125
2014,Sam Shepard,6.30078125
2014,Vinessa Shaw,6.30078125
2014,Nick Damici,6.30078125
2014,Jesse Eisenberg,6.3984375
2014,Mia Wasikowska,6.3984375
2014,Wallace Shawn,6.3984375
2014,Noah Taylor,6.3984375
2014,Rade Serbedzija,6.3984375
2014,Will Arnett,5.3984375
2014,Katherine Heigl,5.3984375
2014,Brendan Fraser,5.3984375
2014,Liam Neeson,5.3984375
2014,Stephen Lang,5.3984375
2014,Dolph Lundgren,5.6015625
2014,Tony Jaa,5.6015625
2014,Ron Perlman,5.6015625
2014,Celina Jade,5.6015625
2014,Michael Jai White,5.6015625
2014,Elijah Wood,5.1015625
2014,Sasha Grey,5.1015625
2014,Neil Maskell,5.1015625
2014,Nacho Vigalondo,5.1015625
2014,Brian Elder,5.1015625
2014,Samuel L. Jackson,5.19921875
2014,Onni Tommila,5.19921875
2014,Ted Levine,5.19921875
2014,Victor Garber,5.19921875
2014,Felicity Huffman,5.19921875
2014,John Cusack,5.0
2014,Rebecca Da Costa,5.0
2014,Robert De Niro,5.0
2014,Crispin Glover,5.0
2014,Dominic Purcell,5.0
2014,Christopher Walken,6.69921875
2014,Vincent Piazza,6.69921875
2014,Freya Tingley,6.69921875
2014,James Madio,6.69921875
2014,Sean Whalen,6.69921875
2014,Kevin Hart,5.80078125
2014,Michael Ealy,5.80078125
2014,Regina Hall,5.80078125
2014,Joy Bryant,5.80078125
2014,Christopher McDonald,5.80078125
2014,Jon Hamm,6.6015625
2014,Bill Paxton,6.6015625
2014,Lake Bell,6.6015625
2014,Suraj Sharma,6.6015625
2014,Aasif Mandvi,6.6015625
2014,Zach Braff,6.30078125
2014,Kate Hudson,6.30078125
2014,Joey King,6.30078125
2014,Pierce Gagnon,6.30078125
2014,Donald Faison,6.30078125
2014,Mark Ruffalo,7.0
2014,Zoe Saldana,7.0
2014,Imogene Wolodarsky,7.0
2014,Ashley Aufderheide,7.0
2014,Wallace Wolodarsky,7.0
2014,Ed Harris,3.5
2014,Dakota Johnson,3.5
2014,Milla Jovovich,3.5
2014,Ethan Hawke,3.5
2014,Penn Badgley,3.5
2014,Nick Kroll,5.0
2014,Rose Byrne,5.0
2014,Bobby Cannavale,5.0
2014,Joel McHale,5.0
2014,Caitlin Fitzgerald,5.0
2014,Christopher Lloyd,3.30078125
2014,Aaron Douglas,3.30078125
2014,Joel Gretsch,3.30078125
2014,Andrea Brooks,3.30078125
2014,Reilly Dolman,3.30078125
2014,Chris Evans,6.30078125
2014,Alice Eve,6.30078125
2014,Emma Fitzpatrick,6.30078125
2014,Scott Evans,6.30078125
2014,John Cullum,6.30078125
2014,Scarlett Johansson,6.0
2014,KryÅ¡tof HÃ¡dek,6.0
2014,Paul Brannigan,6.0
2014,Michael Moreland,6.0
2014,Scott Dymond,6.0
2014,Kristen Bell,6.30078125
2014,Jason Dohring,6.30078125
2014,Enrico Colantoni,6.30078125
2014,Chris Lowell,6.30078125
2014,Percy Daggs III,6.30078125
2014,Simon Pegg,6.8984375
2014,Rosamund Pike,6.8984375
2014,Tracy-Ann Oberman,6.8984375
2014,Toni Collette,6.8984375
2014,Stellan SkarsgÃ¥rd,6.8984375
2014,Roma Downey,5.80078125
2014,Diogo Morgado,5.80078125
2014,Louise Delamere,5.80078125
2014,Darwin Shaw,5.80078125
2014,Amber Rose Revah,5.80078125
2014,Katie Couric,7.30078125
2014,Michael Pollan,7.30078125
2014,Bill Clinton,7.30078125
2014,Tom Vilsack,7.30078125
2014,Kelly Brownell,7.30078125
2014,Kevin Conroy,7.3984375
2014,Neal McDonough,7.3984375
2014,Matthew Gray Gubler,7.3984375
2014,Hynden Walch,7.3984375
2014,Troy Baker,7.3984375
2014,Evan Rachel Wood,6.5
2014,Scott Speedman,6.5
2014,J.K. Simmons,6.5
2014,Treat Williams,6.5
2014,Kate Burton,6.5
2014,Michelle Monaghan,7.0
2014,Alan Tudyk,7.0
2014,Sean Astin,7.0
2014,Shemar Moore,7.0
2014,Christopher Gorham,7.0
2014,Christoph Waltz,5.69921875
2014,David Thewlis,5.69921875
2014,MÃ©lanie Thierry,5.69921875
2014,Lucas Hedges,5.69921875
2014,Matt Damon,5.69921875
2014,Morgana O'Reilly,6.3984375
2014,Rima Te Wiata,6.3984375
2014,Glen-Paul Waru,6.3984375
2014,Cameron Rhodes,6.3984375
2014,Millen Baird,6.3984375
2014,Joan Allen,5.30078125
2014,Anthony LaPaglia,5.30078125
2014,Stephen Lang,5.30078125
2014,Cara Buono,5.30078125
2014,Kristen Connolly,5.30078125
2014,Jim Caviezel,6.19921875
2014,Michael Chiklis,6.19921875
2014,Laura Dern,6.19921875
2014,Clancy Brown,6.19921875
2014,Ser'Darius Blain,6.19921875
2014,Bill Nighy,6.30078125
2014,Christopher Walken,6.30078125
2014,Winona Ryder,6.30078125
2014,Ralph Fiennes,6.30078125
2014,Helena Bonham Carter,6.30078125
2014,Tom Hanks,6.8984375
2014,Tim Allen,6.8984375
2014,Joan Cusack,6.8984375
2014,Kristen Schaal,6.8984375
2014,Wallace Shawn,6.8984375
2014,Tommy Snider,8.0
2014,Katie Lowes,8.0
2014,Ben Bledsoe,8.0
2014,Stephen Apostolina,8.0
2014,Kirk Baily,8.0
2014,Max Irons,5.8984375
2014,Sam Claflin,5.8984375
2014,Douglas Booth,5.8984375
2014,Holliday Grainger,5.8984375
2014,Jessica Brown Findlay,5.8984375
2014,Katie Cassidy,4.30078125
2014,Eliza Dushku,4.30078125
2014,Sasha Grey,4.30078125
2014,Michelle Trachtenberg,4.30078125
2014,Gina Gershon,4.30078125
2014,Nicole Kidman,5.69921875
2014,Milo Ventimiglia,5.69921875
2014,Paz Vega,5.69921875
2014,Tim Roth,5.69921875
2014,Parker Posey,5.69921875
2014,Samantha Morton,5.19921875
2014,Helen Hunt,5.19921875
2014,Aaron Paul,5.19921875
2014,Alice Eve,5.19921875
2014,Maggie Grace,5.19921875
2014,Josh Lawson,6.19921875
2014,Bojana NovakoviÄ‡,6.19921875
2014,Damon Herriman,6.19921875
2014,Kate Mulvany,6.19921875
2014,Lisa McCune,6.19921875
2014,Zoe Kazan,7.19921875
2014,Michael Stahl-David,7.19921875
2014,Nikki Reed,7.19921875
2014,Jennifer Grey,7.19921875
2014,Mark Feuerstein,7.19921875
2014,Danny Trejo,5.69921875
2014,Danny Glover,5.69921875
2014,Andrew Divoff,5.69921875
2014,Jacqueline Obradors,5.69921875
2014,Jonathan Lipnicki,5.69921875
2014,Chris O'Dowd,5.80078125
2014,Ian McShane,5.80078125
2014,Rashida Jones,5.80078125
2014,Nick Frost,5.80078125
2014,Rory Kinnear,5.80078125
2014,Nicolas Cage,4.3984375
2014,Anton Yelchin,4.3984375
2014,Alexander Karim,4.3984375
2014,IrÃ¨ne Jacob,4.3984375
2014,Aymen Hamdouchi,4.3984375
2014,Jared Harris,5.1015625
2014,Sam Claflin,5.1015625
2014,Olivia Cooke,5.1015625
2014,Erin Richards,5.1015625
2014,Rory Fleck-Byrne,5.1015625
2014,Nicolas Cage,5.19921875
2014,Aubrey Peeples,5.19921875
2014,Rachel Nichols,5.19921875
2014,Peter Stormare,5.19921875
2014,Danny Glover,5.19921875
2014,Philip Seymour Hoffman,6.30078125
2014,Rachel McAdams,6.30078125
2014,Robin Wright,6.30078125
2014,Daniel BrÃ¼hl,6.30078125
2014,Willem Dafoe,6.30078125
2014,Chris Rock,6.19921875
2014,Rosario Dawson,6.19921875
2014,J.B. Smoove,6.19921875
2014,Gabrielle Union,6.19921875
2014,Romany Malco,6.19921875
2014,Chadwick Boseman,6.30078125
2014,Nelsan Ellis,6.30078125
2014,Dan Aykroyd,6.30078125
2014,Viola Davis,6.30078125
2014,Lennie James,6.30078125
2014,Ashley Hinshaw,4.69921875
2014,Denis O'Hare,4.69921875
2014,James Buckley,4.69921875
2014,Christa Nicola,4.69921875
2014,Amir K,4.69921875
2014,Eric Bana,6.0
2014,Edgar RamÃ­rez,6.0
2014,Olivia Munn,6.0
2014,Joel McHale,6.0
2014,Sean Harris,6.0
2014,Juliette Binoche,6.80078125
2014,Kristen Stewart,6.80078125
2014,ChloÃ« Grace Moretz,6.80078125
2014,Lars Eidinger,6.80078125
2014,Brady Corbet,6.80078125
2014,Jeremy Renner,6.5
2014,Mary Elizabeth Winstead,6.5
2014,Michael Sheen,6.5
2014,Ray Liotta,6.5
2014,Robert Patrick,6.5
2014,Brendan Gleeson,7.0
2014,Chris O'Dowd,7.0
2014,Kelly Reilly,7.0
2014,Aidan Gillen,7.0
2014,Dylan Moran,7.0
2014,Danielle Panabaker,6.30078125
2014,Matt O'Leary,6.30078125
2014,George Finn,6.30078125
2014,John Rhys-Davies,6.30078125
2014,Amin Joseph,6.30078125
2014,Owen Wilson,5.69921875
2014,Imogen Poots,5.69921875
2014,Kathryn Hahn,5.69921875
2014,Will Forte,5.69921875
2014,Rhys Ifans,5.69921875
2014,Taika Waititi,7.19921875
2014,Jemaine Clement,7.19921875
2014,Jonathan Brugh,7.19921875
2014,Cori Gonzalez-Macuer,7.19921875
2014,Stuart Rutherford,7.19921875
2014,Liam Hemsworth,4.80078125
2014,Teresa Palmer,4.80078125
2014,John Malkovich,4.80078125
2014,Bruce Dern,4.80078125
2014,Billy Bob Thornton,4.80078125
2014,Rose Leslie,5.30078125
2014,Harry Treadaway,5.30078125
2014,Ben Huber,5.30078125
2014,Hanna Brown,5.30078125
2014,Jack O'Connell,6.8984375
2014,Ben Mendelsohn,6.8984375
2014,Rupert Friend,6.8984375
2014,David Ajala,6.8984375
2014,Peter Ferdinando,6.8984375
2014,Matt Bomer,4.3984375
2014,Jerry O'Connell,4.3984375
2014,Liv Tyler,4.3984375
2014,Marisa Coughlan,4.3984375
2014,Patrick Wilson,4.3984375
2014,Tom Hardy,6.80078125
2014,Ruth Wilson,6.80078125
2014,Andrew Scott,6.80078125
2014,Olivia Colman,6.80078125
2014,Tom Holland,6.80078125
2014,Nick Cave,6.80078125
2014,Warren Ellis,6.80078125
2014,Blixa Bargeld,6.80078125
2014,Susie Bick,6.80078125
2014,Arthur Cave,6.80078125
2014,Morgan Freeman,6.80078125
2014,Ashley Judd,6.80078125
2014,Nathan Gamble,6.80078125
2014,Cozi Zuehlsdorff,6.80078125
2014,Harry Connick Jr.,6.80078125
2014,Olivia Wilde,5.1015625
2014,Jason Bateman,5.1015625
2014,Jenny Slate,5.1015625
2014,Billy Crudup,5.1015625
2014,Tony Roberts,5.1015625
2014,Dolph Lundgren,3.099609375
2014,Cung Le,3.099609375
2014,Vinnie Jones,3.099609375
2014,Gianni Capaldi,3.099609375
2014,Briana Evigan,3.099609375
2014,Mila Kunis,5.5
2014,Peter Dinklage,5.5
2014,Robin Williams,5.5
2014,Melissa Leo,5.5
2014,James Earl Jones,5.5
2014,Aaron Paul,5.30078125
2014,Juliette Lewis,5.30078125
2014,Josh Wiggins,5.30078125
2014,Deke Garner,5.30078125
2014,Jonny Mars,5.30078125
2014,Helen McCrory,4.8984375
2014,Jeremy Irvine,4.8984375
2014,Phoebe Fox,4.8984375
2014,Ned Dennehy,4.8984375
2014,Adrian Rawlins,4.8984375
2014,Philip Seymour Hoffman,5.19921875
2014,Richard Jenkins,5.19921875
2014,Christina Hendricks,5.19921875
2014,John Turturro,5.19921875
2014,Eddie Marsan,5.19921875
2014,Sarah Snook,5.0
2014,Mark Webber,5.0
2014,Joelle Carter,5.0
2014,David Andrews,5.0
2014,Chris Ellis,5.0
2014,Ricky Gervais,6.19921875
2014,Ty Burrell,6.19921875
2014,Tina Fey,6.19921875
2014,Steve Whitmire,6.19921875
2014,Eric Jacobson,6.19921875
2014,Hilary Swank,7.30078125
2014,Emmy Rossum,7.30078125
2014,Josh Duhamel,7.30078125
2014,Ali Larter,7.30078125
2014,Marcia Gay Harden,7.30078125
2014,Adam Pally,5.30078125
2014,T.J. Miller,5.30078125
2014,Thomas Middleditch,5.30078125
2014,Alison Brie,5.30078125
2014,Krysten Ritter,5.30078125
2014,Asami,4.69921875
2014,Kairi Narita,4.69921875
2014,Noriaki Kamata,4.69921875
2014,Matthew Floyd Miller,4.69921875
2014,Dean Simone,4.69921875
2014,Jill Larson,5.8984375
2014,Anne Ramsay,5.8984375
2014,Michelle Ang,5.8984375
2014,Ryan Cutrona,5.8984375
2014,Brett Gentile,5.8984375
2014,Michael Parks,4.8984375
2014,Justin Long,4.8984375
2014,Haley Joel Osment,4.8984375
2014,GÃ©nesis RodrÃ­guez,4.8984375
2014,Ralph Garman,4.8984375
2014,Rosemarie DeWitt,6.3984375
2014,Jennifer Garner,6.3984375
2014,Judy Greer,6.3984375
2014,Dean Norris,6.3984375
2014,Adam Sandler,6.3984375
2014,Jennifer Connelly,5.30078125
2014,Anthony Mackie,5.30078125
2014,Amy Hargreaves,5.30078125
2014,Bruce Altman,5.30078125
2014,Andrew Polk,5.30078125
2014,Stephen Merchant,6.30078125
2014,Christine Woods,6.30078125
2014,Kevin Weisman,6.30078125
2014,Nate Torrence,6.30078125
2014,Kyle Mooney,6.30078125
2014,Caitlyn Folley,3.30078125
2014,Julie Marcus,3.30078125
2014,Ian Duncan,3.30078125
2014,Daniel Faraldo,3.30078125
2014,Diana GarcÃ­a,3.30078125
2014,David Tennant,6.6015625
2014,Rosamund Pike,6.6015625
2014,Billy Connolly,6.6015625
2014,Bobby Smalldridge,6.6015625
2014,Emilia Jones,6.6015625
2014,Ian Somerhalder,4.69921875
2014,Alexis Knapp,4.69921875
2014,Noel Clarke,4.69921875
2014,Luke Hemsworth,4.69921875
2014,Michael Bisping,4.69921875
2014,Patrick Wilson,5.80078125
2014,Jessica Alba,5.80078125
2014,Brooklyn Decker,5.80078125
2014,Ray Liotta,5.80078125
2014,Mindy Robinson,5.80078125
2014,Morgan Freeman,5.8984375
2014,Diane Keaton,5.8984375
2014,Carrie Preston,5.8984375
2014,Cynthia Nixon,5.8984375
2014,Alysia Reiner,5.8984375
2014,Marlon Wayans,5.3984375
2014,Jaime Pressly,5.3984375
2014,Essence Atkins,5.3984375
2014,Gabriel Iglesias,5.3984375
2014,Missi Pyle,5.3984375
2014,Paul Dano,7.19921875
2014,John Cusack,7.19921875
2014,Paul Giamatti,7.19921875
2014,Elizabeth Banks,7.19921875
2014,Kenny Wormald,7.19921875
2014,Greg Kinnear,6.1015625
2014,Kelly Reilly,6.1015625
2014,Connor Corum,6.1015625
2014,Thomas Haden Church,6.1015625
2014,Jon Ted Wynne,6.1015625
2014,Sylvester Stallone,5.1015625
2014,Lauren Cohan,5.1015625
2014,Kyra Sedgwick,5.1015625
2014,Tom Berenger,5.1015625
2014,Cary Elwes,5.1015625
2014,Gina Carano,5.19921875
2014,Cam Gigandet,5.19921875
2014,Luis GuzmÃ¡n,5.19921875
2014,Danny Trejo,5.19921875
2014,Treat Williams,5.19921875
2014,Christina Ricci,5.8984375
2014,Clea DuVall,5.8984375
2014,Gregg Henry,5.8984375
2014,Stephen McHattie,5.8984375
2014,Shawn Doyle,5.8984375
2014,Johnny Harris,3.80078125
2014,Sam Keeley,3.80078125
2014,Joe Dempsie,3.80078125
2014,Kyle Soller,3.80078125
2014,Nicholas Pinnock,3.80078125
2014,Jesse Eisenberg,5.80078125
2014,Dakota Fanning,5.80078125
2014,Alia Shawkat,5.80078125
2014,Peter Sarsgaard,5.80078125
2014,Katherine Waterston,5.80078125
2014,Sam Worthington,6.30078125
2014,Ed Oxenbould,6.30078125
2014,Deborah Mailman,6.30078125
2014,Nicholas Bakopoulos-Cooke,6.30078125
2014,Ena Imai,6.30078125
2014,Simon Bird,5.8984375
2014,James Buckley,5.8984375
2014,Blake Harrison,5.8984375
2014,Freddie Stroma,5.8984375
2014,Tamla Kari,5.8984375
2014,Kelly Sheridan,6.69921875
2014,Brittany McDonald,6.69921875
2014,Ashleigh Ball,6.69921875
2014,Chanelle Peloso,6.69921875
2014,Tabitha St. Germain,6.69921875
2014,Richard Gere,5.3984375
2014,Ben Vereen,5.3984375
2014,Jena Malone,5.3984375
2014,Steve Buscemi,5.3984375
2014,Danielle Brooks,5.3984375
2014,Edward Snowden,7.80078125
2014,Julian Assange,7.80078125
2014,Glenn Greenwald,7.80078125
2014,Jacob Appelbaum,7.80078125
2014,Kevin Bankston,7.80078125
2014,Kate Winslet,5.8984375
2014,Alan Rickman,5.8984375
2014,Stanley Tucci,5.8984375
2014,Matthias Schoenaerts,5.8984375
2014,Jennifer Ehle,5.8984375
2014,John C. Reilly,7.3984375
2014,Victoria Naumova,7.3984375
2014,Shane Johnson,5.6015625
2014,Dale Dickey,5.6015625
2014,Julie McNiven,5.6015625
2014,Tomas Arana,5.6015625
2014,Addison Timlin,5.80078125
2014,Spencer Treat Clark,5.80078125
2014,Joshua Leonard,5.80078125
2014,Gary Cole,5.80078125
2014,Veronica Cartwright,5.80078125
2014,Kellan Lutz,4.3984375
2014,Liam McIntyre,4.3984375
2014,Gaia Weiss,4.3984375
2014,Scott Adkins,4.3984375
2014,Roxanne McKee,4.3984375
2014,Julianne Moore,5.6015625
2014,Mia Wasikowska,5.6015625
2014,Evan Bird,5.6015625
2014,John Cusack,5.6015625
2014,Robert Pattinson,5.6015625
2014,Rachel Melvin,4.80078125
2014,Cortney Palm,4.80078125
2014,Lexi Atkins,4.80078125
2014,Hutch Dano,4.80078125
2014,Peter Gilroy,4.80078125
2014,Mark Webber,6.19921875
2014,Devon Graye,6.19921875
2014,Rutina Wesley,6.19921875
2014,Ron Perlman,6.19921875
2014,Pruitt Taylor Vince,6.19921875
2014,Jessica Tovey,4.80078125
2014,Nicholas Gunn,4.80078125
2014,Pippa Black,4.80078125
2014,Tim Phillips,4.80078125
2014,Andrew Ryan,4.80078125
2014,Michael Douglas,5.69921875
2014,Diane Keaton,5.69921875
2014,Sterling Jerins,5.69921875
2014,Paloma GuzmÃ¡n,5.69921875
2014,Frances Sternhagen,5.69921875
2014,Timothy Spall,6.1015625
2014,Roger Ashton-Griffiths,6.1015625
2014,Jamie Thomas King,6.1015625
2014,Lesley Manville,6.1015625
2014,Lee Ingleby,6.1015625
2014,Cam Gigandet,4.6015625
2014,Katherine Cunningham,4.6015625
2014,Jamie Chung,4.6015625
2014,Nick Thune,4.6015625
2014,Holly Houk,4.6015625
2014,Ryan Kwanten,5.30078125
2014,James Norton,5.30078125
2014,Ed Skrein,5.30078125
2014,Tom Hopper,5.30078125
2014,Charlie Murphy,5.30078125
2014,Jason Momoa,5.30078125
2014,Lucas Till,5.30078125
2014,John Pyper-Ferguson,5.30078125
2014,Stephen McHattie,5.30078125
2014,Merritt Patterson,5.30078125
2014,James Corden,6.80078125
2014,Dustin Hoffman,6.80078125
2014,Judi Dench,6.80078125
2014,Lara Rossi,6.80078125
2014,Jimmy Akingbola,6.80078125
2014,Anton Yelchin,5.19921875
2014,Ashley Greene,5.19921875
2014,Alexandra Daddario,5.19921875
2014,Oliver Cooper,5.19921875
2014,Dick Miller,5.19921875
2014,Zoey Deutch,5.80078125
2014,Lucy Fry,5.80078125
2014,Danila Kozlovskiy,5.80078125
2014,Gabriel Byrne,5.80078125
2014,Dominic Sherwood,5.80078125
2014,James McAvoy,6.3984375
2014,Jessica Chastain,6.3984375
2014,CiarÃ¡n Hinds,6.3984375
2014,Bill Hader,6.3984375
2014,Viola Davis,6.3984375
2014,Aubrey Plaza,4.80078125
2014,Dane DeHaan,4.80078125
2014,John C. Reilly,4.80078125
2014,Molly Shannon,4.80078125
2014,Cheryl Hines,4.80078125
2014,Julia Stiles,4.5
2014,Scott Speedman,4.5
2014,Stephen Rea,4.5
2014,Alejandro Furth,4.5
2014,Pixie Davies,4.5
2014,Dove Cameron,6.1015625
2014,Luke Benward,6.1015625
2014,Kiersey Clemons,6.1015625
2014,Mike C. Manning,6.1015625
2014,Dillon Lane,6.1015625
2014,Reese Witherspoon,7.1015625
2014,Corey Stoll,7.1015625
2014,Thad Luckinbill,7.1015625
2014,Sarah Baker,7.1015625
2014,Maria Howell,7.1015625
2014,Matt Dillon,5.69921875
2014,Willem Dafoe,5.69921875
2014,Neal McDonough,5.69921875
2014,Amy Smart,5.69921875
2014,Chris Marquette,5.69921875
2014,Ali Cobrin,4.8984375
2014,Erin Agostino,4.8984375
2014,James Thomas,4.8984375
2014,Alice Hunter,4.8984375
2014,Alyson Bath,4.8984375
2014,Hugo Weaving,5.80078125
2014,Angus Sampson,5.80078125
2014,Ewen Leslie,5.80078125
2014,Leigh Whannell,5.80078125
2014,Georgina Haig,5.80078125
2014,Eric Jacobus,5.3984375
2014,Julian Barratt,5.3984375
2014,Ian Virgo,5.3984375
2014,Miguel Ãngel MuÃ±oz,5.3984375
2014,Dana Meinrath,5.3984375
2014,Ian Ziering,4.69921875
2014,Tara Reid,4.69921875
2014,Vivica A. Fox,4.69921875
2014,Kari Wuhrer,4.69921875
