release_year,cast,vote_average
1966,June Foray,7.1015625
1966,Thurl Ravenscroft,7.1015625
1966,Dal McKennon,7.1015625
1966,Oskar Werner,6.80078125
1966,Julie Christie,6.80078125
1966,Cyril Cusack,6.80078125
1966,Bee Duffell,6.80078125
1966,Jeremy Spenser,6.80078125
1966,Elizabeth Taylor,7.5
1966,Richard Burton,7.5
1966,George Segal,7.5
1966,Sandy Dennis,7.5
1966,Agnes Flanagan,7.5
1966,Raquel Welch,5.6015625
1966,John Richardson,5.6015625
1966,Percy Herbert,5.6015625
1966,Robert Brown,5.6015625
1966,Martine Beswick,5.6015625
1966,Michael Parks,5.80078125
1966,Ulla Bergryd,5.80078125
1966,Richard Harris,5.80078125
1966,Franco Nero,5.80078125
1966,George C. Scott,5.80078125
1966,David Hemmings,6.80078125
1966,Vanessa Redgrave,6.80078125
1966,Sarah Miles,6.80078125
1966,John Castle,6.80078125
1966,Veruschka von Lehndorff,6.80078125
1966,Paul Scofield,6.30078125
1966,Wendy Hiller,6.30078125
1966,Leo McKern,6.30078125
1966,Robert Shaw,6.30078125
1966,Orson Welles,6.30078125
1966,Adam West,5.8984375
1966,Burt Ward,5.8984375
1966,Cesar Romero,5.8984375
1966,Burgess Meredith,5.8984375
1966,Frank Gorshin,5.8984375
1966,Paul Newman,6.30078125
1966,Julie Andrews,6.30078125
1966,Lila Kedrova,6.30078125
1966,HansjÃ¶rg Felmy,6.30078125
1966,Tamara Toumanova,6.30078125
1966,John Wayne,6.8984375
1966,Robert Mitchum,6.8984375
1966,James Caan,6.8984375
1966,Charlene Holt,6.8984375
1966,Paul Fix,6.8984375
1966,Donald Pleasence,6.69921875
1966,FranÃ§oise DorlÃ©ac,6.69921875
1966,Lionel Stander,6.69921875
1966,Iain Quarrier,6.69921875
1966,Jack MacGowran,6.69921875
1966,Jack Lemmon,6.3984375
1966,Walter Matthau,6.3984375
1966,Ron Rich,6.3984375
1966,Judi West,6.3984375
1966,Cliff Osmond,6.3984375
1966,Gregory Peck,5.6015625
1966,Sophia Loren,5.6015625
1966,Alan Badel,5.6015625
1966,Kieron Moore,5.6015625
1966,Carl Duering,5.6015625
1966,Audrey Hepburn,7.30078125
1966,Peter O'Toole,7.30078125
1966,Eli Wallach,7.30078125
1966,Hugh Griffith,7.30078125
1966,Charles Boyer,7.30078125
1966,Yul Brynner,5.1015625
1966,Robert Fuller,5.1015625
1966,JuliÃ¡n Mateos,5.1015625
1966,Warren Oates,5.1015625
1966,Claude Akins,5.1015625
1966,Steve McQueen,7.0
1966,Richard Attenborough,7.0
1966,Richard Crenna,7.0
1966,Candice Bergen,7.0
1966,Emmanuelle Arsan,7.0
1966,Cary Grant,5.80078125
1966,Samantha Eggar,5.80078125
1966,Jim Hutton,5.80078125
1966,John Standing,5.80078125
1966,Miiko Taka,5.80078125
1966,George Peppard,5.5
1966,James Mason,5.5
1966,Ursula Andress,5.5
1966,Jeremy Kemp,5.5
1966,Karl Michael Vogler,5.5
1966,Burt Lancaster,6.0
1966,Lee Marvin,6.0
1966,Robert Ryan,6.0
1966,Woody Strode,6.0
1966,Jack Palance,6.0
1966,Christopher Shea,7.19921875
1966,Sally Dryer,7.19921875
1966,Kathy Steinberg,7.19921875
1966,Ann Altieri,7.19921875
1966,Gail DeFaria,7.19921875
1966,Michael Caine,5.69921875
1966,Paul Hubschmid,5.69921875
1966,Oskar Homolka,5.69921875
1966,Eva Renzi,5.69921875
1966,Guy Doleman,5.69921875
1966,Will Hutchins,5.5
1966,Millie Perkins,5.5
1966,Jack Nicholson,5.5
1966,Warren Oates,5.5
1966,Charles Eastman,5.5
1966,Charlton Heston,5.80078125
1966,Laurence Olivier,5.80078125
1966,Richard Johnson,5.80078125
1966,Ralph Richardson,5.80078125
1966,Alexander Knox,5.80078125
1966,James Coburn,5.6015625
1966,Lee J. Cobb,5.6015625
1966,Gila Golan,5.6015625
1966,Edward Mulhare,5.6015625
1966,Benson Fong,5.6015625
1966,Sid James,5.8984375
1966,Jim Dale,5.8984375
1966,Angela Douglas,5.8984375
1966,Kenneth Williams,5.8984375
1966,Charles Hawtrey,5.8984375
1966,Christopher Lee,5.69921875
1966,Barbara Shelley,5.69921875
1966,Andrew Keir,5.69921875
1966,Francis Matthews,5.69921875
1966,Suzan Farmer,5.69921875
1966,Peter Cushing,5.30078125
1966,Edward Judd,5.30078125
1966,Carole Gray,5.30078125
1966,Eddie Byrne,5.30078125
1966,Sam Kydd,5.30078125
1966,Stephen Boyd,6.69921875
1966,Raquel Welch,6.69921875
1966,Edmond O'Brien,6.69921875
1966,Donald Pleasence,6.69921875
1966,Arthur O'Connell,6.69921875
1966,Michael Caine,6.1015625
1966,Shirley MacLaine,6.1015625
1966,Herbert Lom,6.1015625
1966,John Abbott,6.1015625
1966,Roger C. Carmel,6.1015625
1966,Paul Newman,6.0
1966,Lauren Bacall,6.0
1966,Julie Harris,6.0
1966,Arthur Hill,6.0
1966,Janet Leigh,6.0
1966,Virginia McKenna,6.6015625
1966,Bill Travers,6.6015625
1966,Geoffrey Keen,6.6015625
1966,Peter Lukoye,6.6015625
1966,Omar Chambati,6.6015625
1966,Henry Fonda,6.0
1966,Joanne Woodward,6.0
1966,Jason Robards,6.0
1966,Paul Ford,6.0
1966,Charles Bickford,6.0
1966,Marlon Brando,6.0
1966,Jane Fonda,6.0
1966,Robert Redford,6.0
1966,E.G. Marshall,6.0
1966,Angie Dickinson,6.0
1966,Don Knotts,6.1015625
1966,Joan Staley,6.1015625
1966,Liam Redmond,6.1015625
1966,Dick Sargent,6.1015625
1966,Skip Homeier,6.1015625
1966,Dean Jones,5.69921875
1966,Suzanne Pleshette,5.69921875
1966,Charles Ruggles,5.69921875
1966,Kelly Thordsen,5.69921875
1966,Parley Baer,5.69921875
1966,Steve McQueen,5.8984375
1966,Karl Malden,5.8984375
1966,Brian Keith,5.8984375
1966,Arthur Kennedy,5.8984375
1966,Suzanne Pleshette,5.8984375
1966,Carl Reiner,5.5
1966,Eva Marie Saint,5.5
1966,Alan Arkin,5.5
1966,Brian Keith,5.5
1966,Paul Ford,5.5
1966,Rock Hudson,6.6015625
1966,Salome Jens,6.6015625
1966,John Randolph,6.6015625
1966,Will Geer,6.6015625
1966,Jeff Corey,6.6015625
1966,Kenneth Williams,7.0
1966,Jim Dale,7.0
1966,Harry H. Corbett,7.0
1966,Joan Sims,7.0
1966,Charles Hawtrey,7.0
1966,Michael Hynson,7.3984375
1966,Robert August,7.3984375
1966,Lord 'Tally Ho' Blears,7.3984375
1966,Bruce Brown,7.3984375
1966,Chip Fitzwater,7.3984375
1966,James Garner,5.69921875
1966,Eva Marie Saint,5.69921875
1966,Yves Montand,5.69921875
1966,ToshirÅ Mifune,5.69921875
1966,Brian Bedford,5.69921875
1966,Innokentiy Smoktunovskiy,6.5
1966,Oleg Efremov,6.5
1966,Georgi Zhzhyonov,6.5
1966,Olga Aroseva,6.5
1966,Lyubov Dobrzhanskaya,6.5
1966,Tatsuya Mihashi,5.3984375
1966,Akiko Wakabayashi,5.3984375
1966,Mie Hama,5.3984375
1966,John Sebastian,5.3984375
1966,Tadao Nakamaru,5.3984375
1966,Harold P. Warren,1.5
1966,Tom Neyman,1.5
1966,John Reynolds,1.5
1966,Diane Mahree,1.5
1966,Stephanie Nielson,1.5
1967,Phil Harris,7.0
1967,Sebastian Cabot,7.0
1967,Louis Prima,7.0
1967,George Sanders,7.0
1967,Sterling Holloway,7.0
1967,Anne Bancroft,7.5
1967,Dustin Hoffman,7.5
1967,Katharine Ross,7.5
1967,Murray Hamilton,7.5
1967,Buck Henry,7.5
1967,David Niven,5.3984375
1967,Peter Sellers,5.3984375
1967,Ursula Andress,5.3984375
1967,Orson Welles,5.3984375
1967,Joanna Pettet,5.3984375
1967,Sean Connery,6.19921875
1967,Akiko Wakabayashi,6.19921875
1967,Karin Dor,6.19921875
1967,Mie Hama,6.19921875
1967,TetsurÅ Tamba,6.19921875
1967,Warren Beatty,7.6015625
1967,Faye Dunaway,7.6015625
1967,Michael J. Pollard,7.6015625
1967,Gene Wilder,7.6015625
1967,Gene Hackman,7.6015625
1967,Catherine Deneuve,6.8984375
1967,Michel Piccoli,6.8984375
1967,Jean Sorel,6.8984375
1967,GeneviÃ¨ve Page,6.8984375
1967,Pierre ClÃ©menti,6.8984375
1967,Paul Newman,7.19921875
1967,George Kennedy,7.19921875
1967,Luke Askew,7.19921875
1967,Morgan Woodward,7.19921875
1967,Harry Dean Stanton,7.19921875
1967,Audrey Hepburn,7.5
1967,Alan Arkin,7.5
1967,Richard Crenna,7.5
1967,"Efrem Zimbalist, Jr.",7.5
1967,Jack Weston,7.5
1967,Jack MacGowran,6.69921875
1967,Roman Polanski,6.69921875
1967,Alfie Bass,6.69921875
1967,Jessie Robins,6.69921875
1967,Sharon Tate,6.69921875
1967,Gene Wilder,6.80078125
1967,Zero Mostel,6.80078125
1967,Dick Shawn,6.80078125
1967,Kenneth Mars,6.80078125
1967,Lee Meredith,6.80078125
1967,Michael Caine,4.6015625
1967,FranÃ§oise DorlÃ©ac,4.6015625
1967,Karl Malden,4.6015625
1967,Ed Begley,4.6015625
1967,Oskar Homolka,4.6015625
1967,Lee Marvin,7.19921875
1967,Ernest Borgnine,7.19921875
1967,Charles Bronson,7.19921875
1967,Jim Brown,7.19921875
1967,John Cassavetes,7.19921875
1967,Sidney Poitier,7.0
1967,Rod Steiger,7.0
1967,Warren Oates,7.0
1967,Lee Grant,7.0
1967,Larry Gates,7.0
1967,Peter O'Toole,6.1015625
1967,Omar Sharif,6.1015625
1967,Philippe Noiret,6.1015625
1967,Christopher Plummer,6.1015625
1967,Howard Vernon,6.1015625
1967,Sidney Poitier,7.19921875
1967,Lulu,7.19921875
1967,Christian Roberts,7.19921875
1967,Judy Geeson,7.19921875
1967,Suzy Kendall,7.19921875
1967,Spencer Tracy,7.3984375
1967,Sidney Poitier,7.3984375
1967,Katharine Hepburn,7.3984375
1967,Katharine Houghton,7.3984375
1967,Isabel Sanford,7.3984375
1967,James Donald,5.30078125
1967,Andrew Keir,5.30078125
1967,Barbara Shelley,5.30078125
1967,Julian Glover,5.30078125
1967,Duncan Lamont,5.30078125
1967,Robert Blake,6.8984375
1967,Scott Wilson,6.8984375
1967,John Forsythe,6.8984375
1967,Paul Stewart,6.8984375
1967,Gerald S. O'Loughlin,6.8984375
1967,Elizabeth Taylor,5.19921875
1967,Richard Burton,5.19921875
1967,Cyril Cusack,5.19921875
1967,Michael Hordern,5.19921875
1967,Alfred Lynch,5.19921875
1967,Jim Dale,5.8984375
1967,Kenneth Williams,5.8984375
1967,Sid James,5.8984375
1967,Barbara Windsor,5.8984375
1967,Joan Sims,5.8984375
1967,Rex Harrison,5.1015625
1967,Samantha Eggar,5.1015625
1967,Richard Attenborough,5.1015625
1967,Anthony Newley,5.1015625
1967,Peter Bull,5.1015625
1967,Paul Newman,6.5
1967,Fredric March,6.5
1967,Richard Boone,6.5
1967,Diane Cilento,6.5
1967,Cameron Mitchell,6.5
1967,Barbara Parkins,6.19921875
1967,Patty Duke,6.19921875
1967,Sharon Tate,6.19921875
1967,Paul Burke,6.19921875
1967,Tony Scotti,6.19921875
1967,Robert Redford,6.8984375
1967,Jane Fonda,6.8984375
1967,Charles Boyer,6.8984375
1967,Mildred Natwick,6.8984375
1967,Herb Edelman,6.8984375
1967,Audrey Hepburn,6.69921875
1967,Albert Finney,6.69921875
1967,Georges DescriÃ¨res,6.69921875
1967,Claude Dauphin,6.69921875
1967,Nadia Gray,6.69921875
1967,Lee Marvin,6.69921875
1967,Angie Dickinson,6.69921875
1967,Keenan Wynn,6.69921875
1967,Carroll O'Connor,6.69921875
1967,Lloyd Bochner,6.69921875
1967,John Wayne,6.30078125
1967,Kirk Douglas,6.30078125
1967,Howard Keel,6.30078125
1967,"Robert Walker, Jr.",6.30078125
1967,Keenan Wynn,6.30078125
1967,Marlon Brando,5.3984375
1967,Sophia Loren,5.3984375
1967,Tippi Hedren,5.3984375
1967,Sydney Chaplin,5.3984375
1967,Charles Chaplin,5.3984375
1967,Lon Chaney Jr.,6.30078125
1967,Carol Ohmart,6.30078125
1967,Quinn K. Redeker,6.30078125
1967,Beverly Washburn,6.30078125
1967,Jill Banner,6.30078125
1967,Peter Cook,5.69921875
1967,Dudley Moore,5.69921875
1967,Raquel Welch,5.69921875
1967,Eleanor Bron,5.69921875
1967,Robert Russell,5.69921875
1967,Bob Dylan,6.8984375
1967,Albert Grossman,6.8984375
1967,Bob Neuwirth,6.8984375
1967,Joan Baez,6.8984375
1967,Alan Price,6.8984375
1967,Walter Brennan,5.5
1967,Matthew Garber,5.5
1967,Karen Dotrice,5.5
1967,Richard Deacon,5.5
1967,Tom Lowell,5.5
1967,Julie Andrews,5.5
1967,James Fox,5.5
1967,Mary Tyler Moore,5.5
1967,Carol Channing,5.5
1967,John Gavin,5.5
1967,Peter Cushing,5.3984375
1967,Susan Denberg,5.3984375
1967,Thorley Walters,5.3984375
1967,Robert Morris,5.3984375
1967,Duncan Lamont,5.3984375
1967,Zina Bethune,5.30078125
1967,Harvey Keitel,5.30078125
1967,Anne Collette,5.30078125
1967,Lennard Kuras,5.30078125
1967,Michael Scala,5.30078125
1967,Phil Silvers,5.5
1967,Kenneth Williams,5.5
1967,Jim Dale,5.5
1967,Charles Hawtrey,5.5
1967,Joan Sims,5.5
1968,Keir Dullea,7.69921875
1968,Douglas Rain,7.69921875
1968,Gary Lockwood,7.69921875
1968,William Sylvester,7.69921875
1968,Daniel Richter,7.69921875
1968,Charlton Heston,7.19921875
1968,Roddy McDowall,7.19921875
1968,Kim Hunter,7.19921875
1968,Maurice Evans,7.19921875
1968,James Daly,7.19921875
1968,Duane Jones,7.19921875
1968,Judith O'Dea,7.19921875
1968,Karl Hardman,7.19921875
1968,Marilyn Eastman,7.19921875
1968,Keith Wayne,7.19921875
1968,Tony Curtis,6.6015625
1968,Henry Fonda,6.6015625
1968,George Kennedy,6.6015625
1968,Mike Kellin,6.6015625
1968,Hurd Hatfield,6.6015625
1968,Jane Fonda,5.3984375
1968,John Phillip Law,5.3984375
1968,Anita Pallenberg,5.3984375
1968,Marcel Marceau,5.3984375
1968,Claude Dauphin,5.3984375
1968,Steve McQueen,6.69921875
1968,Jacqueline Bisset,6.69921875
1968,Robert Vaughn,6.69921875
1968,Don Gordon,6.69921875
1968,Simon Oakland,6.69921875
1968,Dean Jones,5.80078125
1968,Michele Lee,5.80078125
1968,Buddy Hackett,5.80078125
1968,Joe Flynn,5.80078125
1968,Benson Fong,5.80078125
1968,Peter O'Toole,6.8984375
1968,Katharine Hepburn,6.8984375
1968,Anthony Hopkins,6.8984375
1968,John Castle,6.8984375
1968,Nigel Terry,6.8984375
1968,Mia Farrow,7.30078125
1968,John Cassavetes,7.30078125
1968,Ruth Gordon,7.30078125
1968,Sidney Blackmer,7.30078125
1968,Maurice Evans,7.30078125
1968,Paul Angelis,7.0
1968,John Lennon,7.0
1968,Paul McCartney,7.0
1968,George Harrison,7.0
1968,Ringo Starr,7.0
1968,Ron Moody,6.19921875
1968,Shani Wallis,6.19921875
1968,Oliver Reed,6.19921875
1968,Harry Secombe,6.19921875
1968,Mark Lester,6.19921875
1968,Clint Eastwood,6.30078125
1968,Inger Stevens,6.30078125
1968,Ed Begley,6.30078125
1968,Pat Hingle,6.30078125
1968,Ben Johnson,6.30078125
1968,Richard Burton,6.8984375
1968,Clint Eastwood,6.8984375
1968,Mary Ure,6.8984375
1968,Patrick Wymark,6.8984375
1968,Michael Hordern,6.8984375
1968,Peter Sellers,7.1015625
1968,Claudine Longet,7.1015625
1968,Natalia Borisova,7.1015625
1968,Jean Carson,7.1015625
1968,Marge Champion,7.1015625
1968,Steve McQueen,7.0
1968,Faye Dunaway,7.0
1968,Paul Burke,7.0
1968,Jack Weston,7.0
1968,Biff McGuire,7.0
1968,Jack Lemmon,7.30078125
1968,Walter Matthau,7.30078125
1968,John Fiedler,7.30078125
1968,Herb Edelman,7.30078125
1968,David Sheiner,7.30078125
1968,Leonard Whiting,7.0
1968,Olivia Hussey,7.0
1968,John McEnery,7.0
1968,Michael York,7.0
1968,Milo O'Shea,7.0
1968,Christopher Lee,6.19921875
1968,Charles Gray,6.19921875
1968,Nike Arrighi,6.19921875
1968,Leon Greene,6.19921875
1968,Patrick Mower,6.19921875
1968,John Wayne,5.6015625
1968,David Janssen,5.6015625
1968,George Takei,5.6015625
1968,Jack Soo,5.6015625
1968,Jim Hutton,5.6015625
1968,Dick Van Dyke,6.6015625
1968,Sally Ann Howes,6.6015625
1968,Lionel Jeffries,6.6015625
1968,Gert FrÃ¶be,6.6015625
1968,Anna Quayle,6.6015625
1968,Burt Lancaster,5.5
1968,Janet Landgard,5.5
1968,Kim Hunter,5.5
1968,Janice Rule,5.5
1968,Tony Bickley,5.5
1968,Peter Ustinov,6.1015625
1968,Dean Jones,6.1015625
1968,Suzanne Pleshette,6.1015625
1968,Elsa Lanchester,6.1015625
1968,Richard Deacon,6.1015625
1968,Anthony Perkins,6.30078125
1968,Tuesday Weld,6.30078125
1968,Beverly Garland,6.30078125
1968,John Randolph,6.30078125
1968,Dick O'Neill,6.30078125
1968,Barbra Streisand,6.6015625
1968,Omar Sharif,6.6015625
1968,Kay Medford,6.6015625
1968,Anne Francis,6.6015625
1968,Walter Pidgeon,6.6015625
1968,Malcolm McDowell,6.0
1968,Richard Warwick,6.0
1968,David Wood,6.0
1968,Christine Noonan,6.0
1968,Rupert Webster,6.0
1968,Ted Eccles,6.0
1968,JosÃ© Ferrer,6.0
1968,Paul Frees,6.0
1968,June Foray,6.0
1968,Greer Garson,6.0
1968,Gena Rowlands,6.5
1968,John Marley,6.5
1968,Lynn Carlin,6.5
1968,Seymour Cassel,6.5
1968,Fred Draper,6.5
1968,Lee Marvin,6.0
1968,ToshirÅ Mifune,6.0
1968,Lucille Ball,5.69921875
1968,Henry Fonda,5.69921875
1968,Van Johnson,5.69921875
1968,Tom Bosley,5.69921875
1968,Louise Troy,5.69921875
1968,William Holden,6.30078125
1968,Cliff Robertson,6.30078125
1968,Vince Edwards,6.30078125
1968,Andrew Prine,6.30078125
1968,Jeremy Slate,6.30078125
1968,John Wayne,5.5
1968,Katharine Ross,5.5
1968,Jim Hutton,5.5
1968,Vera Miles,5.5
1968,Jay C. Flippen,5.5
1968,Vincent Price,6.19921875
1968,Ian Ogilvy,6.19921875
1968,Rupert Davies,6.19921875
1968,Hilary Dwyer,6.19921875
1968,Robert Russell,6.19921875
1968,Clint Eastwood,5.8984375
1968,Lee J. Cobb,5.8984375
1968,Susan Clark,5.8984375
1968,Tisha Sterling,5.8984375
1968,Don Stroud,5.8984375
1968,Rock Hudson,5.69921875
1968,Ernest Borgnine,5.69921875
1968,Patrick McGoohan,5.69921875
1968,Jim Brown,5.69921875
1968,Tony Bill,5.69921875
1968,Peter Tork,5.5
1968,Davy Jones,5.5
1968,Micky Dolenz,5.5
1968,Michael Nesmith,5.5
1968,Annette Funicello,5.5
1968,Cliff Robertson,6.0
1968,Claire Bloom,6.0
1968,Lilia Skala,6.0
1968,Leon Janney,6.0
1968,Ruth White,6.0
1968,Peggy Lynch,5.8984375
1969,George Lazenby,6.3984375
1969,Diana Rigg,6.3984375
1969,Telly Savalas,6.3984375
1969,Gabriele Ferzetti,6.3984375
1969,Ilse Steppat,6.3984375
1969,Paul Newman,7.0
1969,Robert Redford,7.0
1969,Katharine Ross,7.0
1969,Strother Martin,7.0
1969,Henry Jones,7.0
1969,Peter Fonda,6.6015625
1969,Dennis Hopper,6.6015625
1969,Antonio Mendoza,6.6015625
1969,Phil Spector,6.6015625
1969,Jack Nicholson,6.6015625
1969,Dustin Hoffman,7.0
1969,Jon Voight,7.0
1969,Sylvia Miles,7.0
1969,John McGiver,7.0
1969,Brenda Vaccaro,7.0
1969,Ernest Borgnine,7.19921875
1969,William Holden,7.19921875
1969,Robert Ryan,7.19921875
1969,Edmond O'Brien,7.19921875
1969,Warren Oates,7.19921875
1969,Woody Allen,6.8984375
1969,Janet Margolin,6.8984375
1969,Marcel Hillaire,6.8984375
1969,Jacquelyn Hyde,6.8984375
1969,Harry Andrews,6.1015625
1969,Michael Caine,6.1015625
1969,Trevor Howard,6.1015625
1969,Curd JÃ¼rgens,6.1015625
1969,Ian McShane,6.1015625
1969,Frederick Stafford,5.69921875
1969,Dany Robin,5.69921875
1969,Claude Jade,5.69921875
1969,Michel Subor,5.69921875
