release_year,director
1983,Sam Peckinpah
1983,James Sbardellati
1983,John Landis
1983,Bill Forsyth
1983,Carroll Ballard
1983,Ralph Bakshi
1983,Clive A. Smith
1983,Peter Hyams
1983,Rick Rosenthal
1983,Douglas Trumbull
1983,Lewis John Carlino
1983,Rick Moranis
1983,Dave Thomas
1983,Carlo Verdone
1983,Michael Mann
1983,Martin Davidson
1983,Stan Dragoti
1983,Brian Trenchard-Smith
1983,Jack Clayton
1983,Robert Hiltzik
1983,Mike Leigh
1983,Mark Rosman
1983,Charles Band
1983,Luigi Cozzi
1983,Ted Kotcheff
1983,Bruce Gowers
1983,Lamont Johnson
1984,James Cameron
1984,Steven Spielberg
1984,Ivan Reitman
1984,Joe Dante
1984,Wolfgang Petersen
1984,Martin Brest
1984,Sergio Leone
1984,MiloÅ¡ Forman
1984,John G. Avildsen
1984,Wes Craven
1984,Richard Fleischer
1984,Peter Hyams
1984,David Lynch
1984,Robert Zemeckis
1984,Hugh Wilson
1984,John Milius
1984,Leonard Nimoy
1984,Paul Mazursky
1984,Herbert Ross
1984,Joseph Zito
1984,Alex Cox
1984,Michael Radford
1984,Jeannot Szwarc
1984,John Carpenter
1984,Neal Israel
1984,Rob Reiner
1984,Richard Tuggle
1984,Tommy Chong
1984,John Hughes
1984,Roland JoffÃ©
1984,Thom Eberhardt
1984,Gene Wilder
1984,John Korty
1984,Nick Castle
1984,Clive Donner
1984,John Guillermin
1984,Joel Coen
1984,Ron Howard
1984,Wim Wenders
1984,Brian De Palma
1984,W.D. Richter
1984,Richard Benjamin
1984,Joseph Ruben
1984,Roger Donaldson
1984,Francis Ford Coppola
1984,Charles Band
1984,Frank Oz
1984,Jim Abrahams
1984,David Zucker
1984,Jerry Zucker
1984,Taylor Hackford
1984,Stanley Donen
1984,Jim Jarmusch
1984,Hugh Hudson
1984,Alan Parker
1984,Albert Magnoli
1984,Ulu Grosbard
1984,Joseph Zito
1984,Carl Reiner
1984,Barry Levinson
1984,Jeff Kanew
1984,Fritz Kiersch
1984,Tim Burton
1984,Lloyd Kaufman
1984,Michael Herz
1984,Wes Craven
1984,David Lean
1984,Walter Hill
1984,Jonathan Demme
1984,Danny Steinmann
1984,Richard Franklin
1984,Amy Heckerling
1984,Hal Needham
1984,Joel Silberg
1984,Bob Clark
1984,Ken Russell
1984,Sam Firstenberg
1984,Charles E. Sellier Jr.
1984,Penelope Spheeris
1984,Peter Markle
1984,Stewart Raffill
1984,Marvin J. Chomsky
1984,Norman Jewison
1984,Mark L. Lester
1984,Mick Jackson
1984,John Derek
1984,Bruno Mattei
1984,Claudio Fragasso
1984,Michael Crichton
1984,Douglas Cheek
1984,Luca Bercovici
1984,Robert Benton
1984,Willard Huyck
1984,Stuart Rosenberg
1984,Donald P. Bellisario
1984,Stewart Raffill
1984,Russell Mulcahy
1984,Arthur Hiller
1984,Lars von Trier
1984,Woody Allen
1984,Just Jaeckin
1984,Sam Firstenberg
1984,Rob Epstein
1984,Stan Lathan
1984,Steve Barron
1984,Stephen Frears
1984,John Huston
1984,Neil Jordan
1985,Robert Zemeckis
1985,John Hughes
1985,Richard Donner
1985,George Miller
1985,George Ogilvie
1985,John Glen
1985,Ridley Scott
1985,Richard Donner
1985,Jack Sholder
1985,George P. Cosmatos
1985,Sydney Pollack
1985,Sylvester Stallone
1985,Terry Gilliam
1985,Ted Berman
1985,Richard Rich
1985,Steven Spielberg
1985,Mark L. Lester
1985,J. Lee Thompson
1985,Dan O'Bannon
1985,Peter Weir
1985,John Boorman
1985,Ron Howard
1985,Simon Wincer
1985,Tom Holland
1985,Amy Heckerling
1985,Jerry Paris
1985,Richard Fleischer
1985,George A. Romero
1985,Jonathan Lynn
1985,Danny Steinmann
1985,Jeannot Szwarc
1985,Andrew Davis
1985,Geoff Murphy
1985,Sam Firstenberg
1985,Michael Ritchie
1985,John Hughes
1985,Clint Eastwood
1985,Woody Allen
1985,Peter Bogdanovich
1985,Dario Argento
1985,Lewis Teague
1985,Tobe Hooper
1985,Stuart Gordon
1985,James Komack
1985,Stan Dragoti
1985,Martha Coolidge
1985,Rob Reiner
1985,John Landis
1985,Michael Winner
1985,George Bowers
1985,Martin Scorsese
1985,Tim Burton
1985,John Huston
1985,Savage Steve Holland
1985,Volker SchlÃ¶ndorff
1985,Jim Wheat
1985,Ken Wheat
1985,Richard Attenborough
1985,Lewis Teague
1985,Walter Hill
1985,Joseph Zito
1985,Wolfgang Petersen
1985,Lawrence Kasdan
1985,Harry Harris
1985,James Glickenhaus
1985,Rod Daniel
1985,Hector Babenco
1985,Daniel Attias
1985,Joel Schumacher
1985,Kevin Reynolds
1985,Sam Raimi
1985,Jeff Kanew
1985,Rafal Zielinski
1985,Barry Levinson
1985,Susan Seidelman
1985,Carl Reiner
1985,Paul Verhoeven
1985,Mel Damski
1985,Andrei Konchalovsky
1985,Jeremy Kagan
1985,Nicholas Meyer
1985,John Schlesinger
1985,Taylor Hackford
1985,Walter Murch
1985,Rudy De Luca
1985,Jonathan R. Betuel
1985,Richard Marquand
1985,Paul Schrader
1985,Philippe Mora
1985,Guy Hamilton
1985,Howard Storm
1985,John Badham
1985,Kevin Sullivan
1985,William Friedkin
1985,Michael Schultz
1985,Larry Cohen
1985,Alan Metter
1985,Joe Dante
1985,Claude Lanzmann
1985,Michael Cimino
1985,James Bridges
1985,John Landis
1985,Lisa Gottlieb
1985,David Greenwalt
1985,Stephen Frears
1985,GÃ©rard Jugnot
1985,Lance Hool
1985,Matthew Robbins
1985,Arna Selznick
1985,Peter Greenaway
1985,Harold Becker
1986,James Cameron
1986,Russell Mulcahy
1986,Oliver Stone
1986,Tony Scott
1986,John Hughes
1986,Rob Reiner
1986,Pino Van Lamsweerde
1986,Don Bluth
1986,David Cronenberg
1986,Adrian Lyne
1986,Ron Clements
1986,Burny Mattinson
1986,David Michener
1986,John Musker
1986,Roman Polanski
1986,Gary Nelson
1986,John Badham
1986,David Lynch
1986,Leonard Nimoy
1986,Willard Huyck
1986,John Carpenter
1986,Martin Scorsese
1986,Jean-Jacques Annaud
1986,Jim Henson
1986,George P. Cosmatos
1986,Robert Harmon
1986,John G. Avildsen
1986,Randal Kleiser
1986,John Landis
1986,John Irvin
1986,Peter Faiman
1986,Clint Eastwood
1986,Michael Ritchie
1986,Jim Abrahams
1986,David Zucker
1986,Jerry Zucker
1986,Brian Gibson
1986,Richard Benjamin
1986,Frank Oz
1986,Garry Marshall
1986,Roland JoffÃ©
1986,David Anspaugh
1986,Tom McLoughlin
1986,Peter Weir
1986,Stuart Gordon
1986,Corey Yuen Kwai
1986,Jerry Paris
1986,Stephen Herek
1986,Howard Deutch
1986,Alex Cox
1986,Walter Hill
1986,Lamberto Bava
1986,Woody Allen
1986,Steve Miner
1986,John Guillermin
1986,Charles McCracken
1986,Oliver Stone
1986,Nelson Shin
1986,Penny Marshall
1986,Paul Mazursky
1986,Jim McBride
1986,Stephen King
1986,James Ivory
1986,J. Lee Thompson
1986,Francis Ford Coppola
1986,Jonathan Demme
1986,Fred Walton
1986,Anthony Perkins
1986,Neil Jordan
1986,Jim Jarmusch
1986,Harley Cokeliss
1986,John McNaughton
1986,Gus Van Sant
1986,Mike Marvin
1986,Charles Martin Smith
1986,Tobe Hooper
1986,Alan Metter
1986,Mike Nichols
1986,Ron Howard
1986,Jeff Kanew
1986,Wes Craven
1986,Liu Chia-Liang
1986,Edward Zwick
1986,Robert Mandel
1986,Steve Miner
1986,Tobe Hooper
1986,Christopher Morahan
1986,Richard W. Haines
1986,Lloyd Kaufman
1986,Peter Hyams
1986,Marshall Brickman
1986,Hal Needham
1986,James Foley
1986,Savage Steve Holland
1986,Kevin Tenney
1986,Bertrand Tavernier
1986,Sidney J. Furie
1986,Ivan Reitman
1986,Menahem Golan
1986,Richard Pearce
1986,John Carl Buechler
1986,Derek Jarman
1986,Nick Castle
1986,Michael Chapman
1986,Fred Dekker
1986,Jim Wynorski
1986,Mark L. Lester
1986,Gene Wilder
1986,Randa Haines
1986,BÃ©la Ternovszky
1986,David Seltzer
1986,Michael Ritchie
1986,Harold Ramis
1986,Peter Markle
1986,Spike Lee
1986,Francis Ford Coppola
1986,Jimmy T. Murakami
1986,Karen Shakhnazarov
1986,Harry Winer
1986,Brian Trenchard-Smith
1986,Julien Temple
1986,Ken Russell
1986,Richard Wenk
1986,Michael Mann
1986,Ted Nicolaou
1986,Trevor Nunn
1986,Enrico Oldoini
1987,John McTiernan
1987,Stanley Kubrick
1987,Emile Ardolino
1987,Mel Brooks
1987,John Glen
1987,Paul Verhoeven
1987,Sam Raimi
1987,Richard Donner
1987,Paul Michael Glaser
1987,Joseph Sargent
1987,Rob Reiner
1987,Chuck Russell
1987,Oliver Stone
1987,Tony Scott
1987,Sidney J. Furie
1987,Joel Coen
1987,Brian De Palma
1987,Barry Levinson
1987,Bernardo Bertolucci
1987,Adrian Lyne
1987,Jim Drake
1987,Joe Dante
1987,John Hughes
1987,Alan Parker
1987,Menahem Golan
1987,Matthew Robbins
1987,Joel Schumacher
1987,George Miller
1987,Michael Gornick
1987,Peter Jackson
1987,Garry Marshall
1987,Barbet Schroeder
1987,James L. Brooks
1987,Howard Deutch
1987,Blake Edwards
1987,Chris Columbus
1987,Tom Mankiewicz
1987,Peter Harris
1987,Eric Till
1987,Ethan Wiley
1987,Fred Schepisi
1987,James Toback
1987,Bruce Robinson
1987,Steven Spielberg
1987,Tibor TakÃ¡cs
1987,Steve De Jarnatt
1987,Gary Goddard
1987,Woody Allen
1987,Roger Donaldson
1987,William Dear
1987,Herbert Ross
1987,J. Lee Thompson
1987,Kathryn Bigelow
1987,Leonard Nimoy
1987,Jack Sholder
1987,Jerry Rees
1987,J. Michael Muro
1987,Peter George
1987,John Carpenter
1987,John Badham
1987,Clive Barker
1987,Vladimir Grammatikov
1987,John Schlesinger
1987,Peter Greenaway
1987,David Mamet
1987,Hector Babenco
1987,Luis Valdez
1987,Ridley Scott
1987,Enzo Barboni
1987,Peter Yates
1987,Percy Adlon
1987,John Huston
1987,Jonathan Kaplan
1987,Kevin Sullivan
1987,Woody Allen
1987,Lance Hool
1987,Danny DeVito
1987,Norman Jewison
1987,Fred Dekker
1987,Albert Band
1987,Robert Townsend
1987,Carl Reiner
1987,John Mackenzie
1987,James Ivory
1987,Abbas Kiarostami
1987,Steve Rash
1987,Michele Soavi
1987,Tom McLoughlin
1987,Joe Roth
1987,Joe Dante
1987,Carl Gottlieb
1987,Peter Horton
1987,John Landis
1987,Robert K. Weiss
1987,Joseph Ruben
1987,Steven Lisberger
1987,Jeffrey Bloom
1987,Joe Camp
1987,Michael Gottlieb
1987,Nikita Mikhalkov
1987,Bob Rafelson
1987,Tim Hunter
1987,RenÃ© Laloux
1987,Richard Attenborough
1987,Marek Kanievska
1987,Jack Gold
1987,Gary Sherman
1987,Stuart Gordon
1987,Charles Shyer
1987,John Flynn
1987,Eugene Marner
1987,Peter Werner
1987,Stephen Frears
1987,Christopher Leitch
1987,John R. Cherry III
1987,John Irvin
1987,James Foley
1987,Phil Joanou
1987,Y.K. Kim
1987,Woo-sang Park
1987,Rod Daniel
1987,Lee Harry
1987,Alan Grint
1987,John Boorman
1987,Christopher Cain
1987,David Hugh Jones
1987,Quentin Tarantino
1987,Bruce Pittman
1987,Robert Townsend
1987,Paul Sommers
1987,Carl Urbano
1988,John McTiernan
1988,Penny Marshall
1988,David Zucker
1988,Greg Beeman
1988,Tim Burton
1988,Barry Levinson
1988,Newt Arnold
1988,John Landis
1988,Peter MacDonald
1988,Buddy Van Horn
1988,George Scribner
1988,Ivan Reitman
1988,Robert Zemeckis
1988,Don Bluth
1988,Roger Donaldson
1988,Richard Donner
1988,Tom Holland
1988,Ron Howard
1988,John Cornell
1988,Renny Harlin
1988,Frank Oz
1988,Ron Shelton
1988,Walter Hill
1988,Charles Crichton
1988,Alan Myerson
1988,Kenneth Johnson
1988,Chuck Russell
1988,Daniel Petrie
1988,James Signorelli
1988,Philip Kaufman
1988,Michael Lehmann
1988,George Sluizer
1988,Alan Parker
1988,Tommy Lee Wallace
1988,Mike Nichols
1988,John Carpenter
1988,Don Coscarelli
1988,Graham Baker
1988,Jim Abrahams
1988,Dwight H. Little
1988,Craig R. Baxley
1988,Jonathan Demme
1988,Woody Allen
1988,John Carl Buechler
1988,Carl Schultz
1988,Stephen Frears
1988,Richard Benjamin
1988,Roman Polanski
1988,Stewart Raffill
1988,Stephen Chiodo
1988,Kevin Reynolds
1988,Peter Greenaway
1988,Sammo Hung
1988,Corey Yuen Kwai
1988,Annabel Jankel
1988,Rocky Morton
1988,Ken Wiederhorn
1988,Thom Eberhardt
1988,Allan Arkush
1988,Sidney J. Furie
1988,Roger Young
1988,Gary Sherman
1988,Terry Gilliam
1988,Aaron Norris
1988,Peter Hyams
1988,Martin Brest
1988,Eric Karson
1988,Andrew Davis
1988,Martin Scorsese
1988,Neil Jordan
1988,Stan Winston
1988,Jonathan Kaplan
1988,Renny Harlin
1988,John Waters
1988,Phil Joanou
1988,Tony Randel
1988,Colin Chilvers
1988,Jerry Kramer
1988,Jim Blashfield
1988,Howard Deutch
1988,Michael Apted
1988,Donald Petrie
1988,Spike Lee
1988,Anthony Hickox
1988,David Cronenberg
1988,Terence Davies
1988,John R. Cherry III
1988,Clint Eastwood
1988,John Hughes
1988,Andrew Fleming
1988,Mark Goldblatt
1988,Charles A. Nichols
1988,Zalman King
1988,Michael A. Simpson
1988,Kevin Tenney
1988,John Sayles
1988,Oliver Stone
1988,James Bridges
1988,Julien Temple
1988,Garry Marshall
1988,Bud Smith 
1988,Mou Tun-fei
1988,Yahoo Serious
1988,Errol Morris
1988,Peter Markle
1988,Roger Spottiswoode
1988,Randal Kleiser
1988,Robert Towne
1988,David Seltzer
1988,Mick Garris
1988,Ã‰tienne Chatiliez
1988,George A. Romero
1988,Francis Ford Coppola
1988,Fred Olen Ray
1988,Richard Boden
1988,Bud Yorkin
1988,John De Bello
1988,William Lustig
1988,Wes Craven
1988,Sidney Lumet
1988,Brian Gilbert
1988,Dennis Hopper
1988,Mike Nichols
1988,Michael Ritchie
1988,Robert Bierman
1988,Juan Piquer SimÃ³n
1988,George Roy Hill
1988,Lawrence Kasdan
1988,William Wesley
1988,Keenen Ivory Wayans
1988,RamÃ³n MenÃ©ndez
1988,Ken Russell
1988,Donald G. Jackson
1988,R.J. Kizer
1988,Bernard Rose
1988,Andrew Solt
1988,Paul Flaherty
1988,Ray Patterson
1988,Penelope Spheeris
1988,Fred Schepisi
1988,John G. Avildsen
1988,Joseph Zito
1988,Brian Mills
1988,Alan Metter
1988,Ken Annakin
1988,Marilyn Fox
1988,Frank Henenlotter
1989,Ron Clements
1989,John Musker
1989,Steven Spielberg
1989,Rob Reiner
1989,Tim Burton
1989,Robert Zemeckis
1989,Peter Weir
1989,Ivan Reitman
1989,John Glen
1989,Jeremiah S. Chechik
1989,Edward Zwick
1989,James Cameron
1989,Richard Donner
1989,Andrei Konchalovsky
1989,Albert Magnoli
1989,Stephen Herek
1989,Amy Heckerling
1989,Joe Johnston
1989,William Shatner
1989,Mark DiSalle
1989,David Worth
1989,Jean-Claude Van Damme
1989,Stephen Hopkins
1989,Albert Pyun
1989,Joe Dante
1989,Mary Lambert
1989,John G. Avildsen
1989,Arthur Hiller
1989,Oliver Stone
1989,John Hughes
1989,George P. Cosmatos
1989,Steven Soderbergh
1989,David S. Ward
1989,Neil Jordan
1989,Ted Kotcheff
1989,Ron Howard
1989,Rod Daniel
1989,Brian De Palma
1989,Danny DeVito
1989,Robert Radler
1989,John Flynn
1989,Mark Goldblatt
1989,Paul Flaherty
1989,Rob Hedden
1989,Steven Spielberg
1989,Peter Bonerz
1989,Chris Walas
1989,Steve De Jarnatt
1989,Roger Spottiswoode
1989,Peter Greenaway
1989,Howard Zieff
1989,Don Bluth
1989,Gary Goldman
1989,Dan Kuenster
1989,Phillip Noyce
1989,Eddie Murphy
1989,Harold Becker
1989,Brian Cosgrove
1989,Phillip Noyce
1989,Steve Miner
1989,Walter Hill
1989,Wes Craven
1989,Bruce Robinson
1989,Bruce Beresford
1989,Dwight H. Little
1989,Woody Allen
1989,Ridley Scott
1989,Michael Herz
1989,Lloyd Kaufman
1989,Masami Hata
1989,William T. Hurtz
1989,Woody Allen
1989,Francis Ford Coppola
1989,Martin Scorsese
1989,Zalman King
1989,Alejandro Jodorowsky
1989,Steve Kloves
1989,Herbert Ross
1989,Jim Sheridan
1989,Sean S. Cunningham
1989,Dorian Walker
1989,Bruce Beresford
1989,Emile Ardolino
1989,Michael Herz
1989,Lloyd Kaufman
1989,Spike Lee
1989,David Schmoeller
1989,Kenneth Branagh
1989,Michael Moore
1989,David Webb Peoples
1989,Andrew Davis
1989,Joan Micklin Silver
1989,Jim Jarmusch
1989,Jim Wynorski
1989,Jamie Uys
1989,Dominique Othenin-Girard
1989,Cameron Crowe
1989,Marc Rocco
1989,John Irvin
1989,Peter Jackson
1989,Aki KaurismÃ¤ki
1989,Stuart Gordon
1989,David Hugh Jones
1989,Jeff Kanew
1989,Michael Anderson
1989,Phil Alden Robinson
1989,Terry Jones
1989,Rowdy Herrington
1989,Michael Ritchie
1989,Peter Yates
1989,Costa-Gavras
1989,Carl Schenkel
1989,Herbert Wise
1989,Graeme Clifford
1989,Stan Dragoti
1989,Francis Veber
1989,Michael A. Simpson
1989,Brian Yuzna
1989,MiloÅ¡ Forman
1989,Gus Van Sant
1989,Todd Holland
1989,D.A. Pennebaker
1989,David Dawkins
1989,Chris Hegedus
1989,Valerie Breiman
1989,Mel Smith
1989,Michael Caton-Jones
1989,Jim McBride
1989,Patrice Leconte
1989,Jay Levey
1989,John G. Avildsen
1989,Thom Eberhardt
1989,Buddy Van Horn
1989,Simon Wincer
1989,John Dahl
1989,Brian Yuzna
1989,Richard Greenberg
1989,Pat O'Connor
1989,Joe Pytka
1989,James Isaac
1989,JosÃ© Luis Cuerda
1989,Susan Seidelman
1989,Sidney Lumet
1989,Scott Spiegel
1989,Neri Parenti
1989,Philippe Mora
1989,Jeff Burr
1989,Al Reinert
1990,Paul Verhoeven
1990,Martin Scorsese
1990,Renny Harlin
1990,Robert Zemeckis
1990,Tim Burton
1990,Garry Marshall
1990,Francis Ford Coppola
1990,Kevin Costner
1990,Jerry Zucker
1990,Steve Barron
1990,Rob Reiner
1990,John G. Avildsen
1990,John Lafia
1990,Nicolas Roeg
1990,John McTiernan
1990,Stephen Hopkins
1990,Tony Scott
1990,Tommy Lee Wallace
1990,Joel Coen
1990,Joe Dante
1990,Ron Underwood
1990,Irvin Kershner
1990,George T. Miller
1990,Amy Heckerling
1990,Penny Marshall
1990,Walter Hill
1990,Bob Hathcock
1990,Sheldon Lettich
1990,Deran Sarafian
1990,Peter Weir
1990,Philip Ridley
1990,Alan J. Pakula
1990,John Patrick Shanley
1990,David Lynch
1990,Nick Park
1990,William Peter Blatty
1990,Joel Schumacher
1990,Albert Pyun
1990,Emilio Estevez
1990,Philip Kaufman
1990,Roger Spottiswoode
1990,Adrian Lyne
1990,Phil Joanou
1990,John Waters
1990,Spike Lee
1990,Craig R. Baxley
1990,Allan Moyle
1990,Geoff Murphy
1990,John Badham
1990,Warren Beatty
1990,Sam Raimi
1990,Dennis Hopper
1990,Woody Allen
1990,Tom Savini
1990,Stephen Frears
1990,Kathryn Bigelow
1990,Roger Donaldson
1990,Brian De Palma
1990,Dwight H. Little
1990,Ken Loach
1990,Tom Stoppard
1990,Ivan Reitman
1990,David Green
1990,Herbert Ross
1990,Andrew Bergman
1990,Abel Ferrara
1990,Ralph S. Singleton
1990,Joseph Barbera
1990,William Hanna
1990,Bernardo Bertolucci
1990,Richard Stanley
1990,Howard Franklin
1990,Bill Murray
1990,Harry Hook
1990,John Harrison
1990,Bob Logan
1990,Bruce Malmuth
1990,Mark L. Lester
1990,Aaron Norris
1990,Hendel Butoy
1990,Mike Gabriel
1990,Mick Garris
1990,Dennis Dugan
1990,Emile Ardolino
1990,Michael Cimino
1990,John R. Cherry III
1990,Fraser Clarke Heston
1990,Agnieszka Holland
1990,Frank Henenlotter
1990,Jim Abrahams
1990,Roland Emmerich
1990,Tony Scott
1990,Arthur Hiller
1990,Clive Barker
1990,Jack Nicholson
1990,Clint Eastwood
1990,Cedric Sundstrom
1990,Simon Wincer
1990,Clint Eastwood
1990,Luis Mandoki
1990,George Armitage
1990,Jeff Burr
1990,Renny Harlin
1990,Michael Caton-Jones
1990,William Lustig
1990,Curtis Hanson
1990,James Orr
1990,Mike Nichols
1990,Whit Stillman
1990,Mike Figgis
1990,Dario Argento
1990,George A. Romero
1990,Martin Sheen
1990,John Cornell
1990,William Friedkin
1990,Patrice Leconte
1990,Lawrence Kasdan
1990,Frank Darabont
1990,Fred Schepisi
1990,Jennie Livingston
1990,Chris Columbus
1990,Richard Benjamin
1990,Reginald Hudlin
1990,Jonathan Lynn
1990,Claudio Fragasso
1990,Dave Allen
1990,Jane Campion
1990,Barbet Schroeder
1990,King Hu
1990,Tsui Hark
1990,Ann Hui
1990,Ching Siu-Tung
1990,Raymond Lee Wai-Man
1990,Peter Medak
1990,Sidney Poitier
1990,Mike Leigh
1990,Franco Zeffirelli
1990,John Schlesinger
1990,Jeff Lau
1990,Corey Yuen Kwai
1990,Peter Hyams
1991,Gary Trousdale
1991,Kirk Wise
1991,James Cameron
1991,Steven Spielberg
1991,Kevin Reynolds
1991,Russell Mulcahy
1991,Martin Scorsese
1991,Nicholas Meyer
1991,David Zucker
1991,Kathryn Bigelow
1991,Peter Hewitt
1991,Ron Howard
1991,Barry Sonnenfeld
1991,Michael Lehmann
1991,Joe Johnston
1991,Ridley Scott
1991,Oliver Stone
1991,Michael Pressman
1991,Dan Aykroyd
1991,Phil Nibbelink
1991,Simon Wells
1991,Jonathan Demme
1991,Joel Coen
1991,Howard Zieff
1991,Joel Schumacher
1991,Rachel Talalay
1991,Gus Van Sant
1991,Tony Scott
1991,Oliver Stone
1991,John Singleton
1991,Simon Wincer
1991,Sheldon Lettich
1991,Jacques Rivette
1991,Frank Oz
1991,Jim Jarmusch
1991,Jack Bender
1991,Wes Craven
1991,Ron Underwood
1991,Jim Abrahams
1991,Steve Miner
1991,William A. Graham
1991,Mick Jackson
1991,Jon Avnet
1991,John Badham
1991,Mark L. Lester
1991,Joseph Ruben
1991,Lawrence Kasdan
1991,Don Bluth
1991,Gary Goldman
1991,Alan J. Levi
1991,David Cronenberg
1991,Sam Pillsbury
1991,Lili Fini Zanuck
1991,Mel Brooks
1991,Charles Shyer
1991,Terry Gilliam
1991,Franc Roddam
1991,Mike Nichols
1991,Stephen Herek
1991,Woody Allen
1991,Barry Levinson
1991,David Kellogg
1991,John Flynn
1991,Brian Levant
1991,John R. Cherry III
1991,"Daniel Petrie, Jr."
1991,Alan Rudolph
1991,Barbra Streisand
1991,John Duigan
1991,Spike Lee
1991,Burt Kennedy
1991,Stuart Gordon
1991,Albert Brooks
1991,David S. Ward
1991,Kenneth Branagh
1991,John Carl Buechler
1991,GÃ©rard Lauzier
1991,Ate de Jong
1991,Tom McLoughlin
1991,Michael Hoffman
1991,Steve Wang
1991,Screaming Mad George
1991,Bryan Gordon
1991,John Hughes
1991,Mario Van Peebles
1991,Bill Duke
1991,Kristine Peterson
1991,Mike Newell
1991,John Landis
1991,Alek Keshishian
1991,Mark Aldo Miceli
1991,Albert Pyun
1991,Stan Dragoti
1991,Jorge Montesi
1991,Dominique Othenin-Girard
1991,Errol Morris
1991,Nadia Tass
1991,John Milius
1991,Garry Marshall
1991,William Dear
1991,Norman Jewison
1991,Jocelyn Moorhouse
1991,Alan Parker
1991,Maria Lease
1991,Terry Hughes
1991,Robert Benton
1991,Jeff Kanew
1991,Jodie Foster
1991,Michael Karbelnikoff
1991,E. Elias Merhige
1991,Brian Gilbert
1991,Eleanor Coppola
1991,Fax Bahr
1991,George Hickenlooper
1991,Ken Kwapis
1991,Marisa Silver
1991,Terence Hill
1991,James Lapine
1991,Michael Apted
1991,Wolfgang Petersen
1991,Randal Kleiser
1991,Chris Columbus
1991,Blake Edwards
1991,Russell Mulcahy
1991,Lewis Teague
1991,Peter Faiman
1991,Gordon Chan
1991,Richard Linklater
1991,Stewart Raffill
1991,Jaco Van Dormael
1991,Dan O'Bannon
1991,David DeCoteau
1991,Peter Greenaway
1991,Damian Harris
1991,Robert Lieberman
1991,Bobcat Goldthwait
1991,Robert Mulligan
1991,Richard Franklin
1991,Michael Caton-Jones
1991,Mira Nair
1991,Nancy Savoca
1991,Aaron Norris
1992,Quentin Tarantino
1992,Ron Clements
1992,John Musker
1992,Chris Columbus
1992,Tim Burton
1992,David Fincher
1992,Richard Donner
1992,Francis Ford Coppola
1992,Sam Raimi
1992,Andrew Davis
1992,Robert Zemeckis
1992,Rob Reiner
1992,Penelope Spheeris
1992,Brian Levant
1992,Paul Verhoeven
1992,Roland Emmerich
1992,James Foley
1992,Randal Kleiser
1992,Phil Alden Robinson
1992,Abel Ferrara
1992,Clint Eastwood
1992,Emile Ardolino
1992,Ron Shelton
1992,Ridley Scott
1992,Mary Lambert
1992,Martin Brest
1992,Kevin Hooks
1992,Peter Jackson
1992,Stuart Gordon
1992,Robert Redford
